počty,LCC,řaz1,řaz2,LCC-kategorie,LCC-slovní vyj.,Thema-znak,Thema-slovní vyj. ang.,Sémantická ztráta,pozn.,THEMA do záznamu (znak),THEMA do záznamu (slovně)
3,DB2650.J56,DB,2650,,Jindřichův Hradec,NHTP+NHD+1DTJ‑CZ‑C,,BT,,,
1,DB2650.K33,DB,2650,,Kadaň,NHTP+NHD+1DTJ‑CZ‑U,,BT,,,
1,DB2650.K37,DB,2650,,Karviná,NHTP+NHD+1DTJ‑CZ‑T,,BT,,,
1,DB2650.K53,DB,2650,,Kladno,NHTP+NHD+1DTJ‑CZ‑S,,BT,,,
1,DB2650.K73,DB,2650,,Kralupy nad Vltavou,NHTP+NHD+1DTJ‑CZ‑S,,BT,,,
1,DB2650.L43,DB,2650,,Lednice,NHTP+NHD+1DTJ‑CZ‑B,,BT,,,
1,DB2650.L53,DB,2650,,Liberec,NHTP+NHD+1DTJ‑CZ‑L,,BT,,,
1,DB2650.L579,DB,2650,,Litoměřice,NHTP+NHD+1DTJ‑CZ‑U,,BT,,,
1,DB2650.L58,DB,2650,,Litomyšl,NHTP+NHD+1DTJ‑CZ‑E,,BT,,,
1,DB2650.M55,DB,2650,,Mnichovo Hradiště,NHTP+NHD+1DTJ‑CZ‑S,,BT,,,
1,DB2650.M67,DB,2650,,Most,NHTP+NHD+1DTJ‑CZ‑U,,BT,,,
2,DB2650.O46,DB,2650,,Olomouc,NHTP+NHD+1DTJ‑CZ‑M,,BT,,,
2,DB2650.O63,DB,2650,,Opava,NHTP+NHD+1DTJ‑CZ‑T,,BT,,,
3,DB2650.O8,DB,2650,,Ostrava,NHTP+NHD+1DTJ‑CZ‑T,,BT,,,
3,DB2650.P49,DB,2650,,Plzně,NHTP+NHD+1DTJ‑CZ‑P,,BT,,,
2,DB2650.P63,DB,2650,,Poděbrady,NHTP+NHD+1DTJ‑CZ‑S,,BT,,,
1,DB2650.P65,DB,2650,,Polička,NHTP+NHD+1DTJ‑CZ‑E,,BT,,,
3,DB2650.P74,DB,2650,,Přerov,NHTP+NHD+1DTJ‑CZ‑M,,BT,,,
1,DB2650.P76,DB,2650,,Prostějov,NHTP+NHD+1DTJ‑CZ‑M,,BT,,,
1,DB2650.S36,DB,2650,,Semily,NHTP+NHD+1DTJ‑CZ‑L,,BT,,,
1,DB2650.S53,DB,2650,,Slaný,NHTP+NHD+1DTJ‑CZ‑S,,BT,,,
1,DB2650.S85,DB,2650,,Svitavy,NHTP+NHD+1DTJ‑CZ‑E,,BT,,,
1,DB2650.S86,DB,2650,,Svojanov,NHTP+NHD+1DTJ‑CZ‑E,,BT,,,
1,DB2650.T33,DB,2650,,Tábor,NHTP+NHD+1DTJ‑CZ‑C,,BT,,,
4,DB2650.T45,DB,2650,,Telč,NHTP+NHD+1DTJ‑CZ‑C,,BT,,,
1,DB2650.T78,DB,2650,,Trutnov,NHTP+NHD+1DTJ‑CZ‑H,,BT,,,
1,DB2650.U34,DB,2650,,Uherské Hradiště,NHTP+NHD+1DTJ‑CZ‑Z,,BT,,,
1,DB2650.V35,DB,2650,,Valtice ,NHTP+NHD+1DTJ‑CZ‑B,,BT,,,
1,DB2650.V97,DB,2650,,Vyškov,NHTP+NHD+1DTJ‑CZ‑B,,BT,,,
1,DB2650.Z55,DB,2650,,Zlín,NHTP+NHD+1DTJ‑CZ‑Z,,BT,,,
1,DB2650.Z56,DB,2650,,Znojmo,NHTP+NHD+1DTJ‑CZ‑B,,BT,,,
1,DB2712,DB,2712,,Slovensko,NHTP+NHD+1DTK,,BT,,,
1,DB2713,DB,2713,,Slovensko,NHTP+NHD+1DTK,,BT,,,
1,DB2730,DB,2730,,Slovensko,NHTP+NHD+1DTK,,BT,,,
1,DB3000.T87,DB,3000,,Tatry,NHTP+NHD+1DTK‑SK‑Z,,BT,,,
2,DC16,DC,16,,Francie,NHD+1DDF,,EQS,,,
1,DC33,DC,33,,Francie,NHD+1DDF,,BT,,,
1,DC33.2,DC,33,,Francie,NHD+1DDF,,BT,,,
1,DC38,DC,38,,Francie,NHD+1DDF,,EQS,,,
1,DC715,DC,715,,Paříž,NHD+1DDF-FR-LAA,,BT,,,
1,DD16,DD,16,,Německo,NHD+1DFG,,EQS,,,
1,DD89,DD,89,,Německo,NHD+1DFG,,BT,,,
1,DD801.B465,DD,801,,Bavorsko,NHD+1DFG-DE-TB,,BT,,,
3,DE5,DE,5,,Řecko/Řím,NHDA,,BT,,,
1,DF287.A2,DF,287,,Athény,NHD+1QBAG,,BT,,,
1,DG672,DG,672,,Benátky,NHTP+NHD+1DST-IT-NVE,,EQS,,,
1,DG675.6,DG,675,,Benátky,NHTP+NHD+1DST-IT-NVE,,BT,,,
1,DG732,DG,732,,Florencie,NHTP+NHD+1DST-IT-TSF,,EQS,,,
1,DG975.A51,DG,975,,Ancona,NHTP+NHD+1DST-IT-TMA,,EQS,,,
1,DG975.B49,DG,975,,Bergamo,NHTP+NHD+1DST-IT-NLB,,EQS,,,
1,DG975.B65,DG,975,,Bologna,NHTP+NHD+1DST-IT-TGB,,EQS,,,
1,DJK64,DJ,K64,,Černé moře,NHTP+NHD+1QSK,,BT,,,
1,DK17,DK,17,,SSSR,NHD+1QBDR,,BT,,,
1,DK510.764,DK,510,,SSSR,NHD+1QBDR,,BT,,,
1,DK672.5,DK,672,,Gruzie,NHTP+NHD+1DTG,,EQS,,,
1,DK854,DK,854,,Turkistán,NHTP+NHD+1FC,,BT,,,
1,DP66,DP,66,,Španělsko,NHD+1DSE,,BT,,,
1,DS54.A26,DS,54,,Kypr,NHD+1DXY,,EQS,,,
2,DS135.C95,DS,135,,žid pam č,NHTP+NHD+1DTJ-CZ-XB,,BT,,,
3,DS135.C96,DS,135,,žid pam m,NHTP+NHD+1DTJ-CZ-XM,,BT,,,
1,DS166,DS,166,,Arménie,NHF+1DTV,,EQS,,,
1,DS374.H5,DS,374,,Afg.,NHF+1FCA,,EQS,,,
1,DS701,DS,701,,Čína,NHF+1FPC,,EQS,,,
1,DS779.47,DS,779,,Čína,NHF+1FPC,,BT,,,
1,DS801,DS,801,,Japonsko,NHF+1FPJ,,BT,,,
2,DS806,DS,806,,Japonsko,NHF+1FPJ,,EQS,,,
1,DT62.T65,DT,62,,sv Egypt,NHC+1QBAE,,BT,,,
3,DT63,DT,63,,sv Egypt,NHC+1QBAE,,BT,,,
1,E156,E1,56,,USA,NHK+1KBB,,EQS,,,
1,E158,E1,58,,USA,NHK+1KBB,,BT,,,
1,E98.C8,E9,8,,USA,NHK+1KBB,,BT,,,
1,F1219,F1,219,,Mexiko,NHL+1KLCM,,BT,,,
1,F1433,F1,433,,Střední AM.,NHL+1KLC,,BT,,,
1,F2224,F2,224,,Jižní Am.,NHL+1KLS,,BT,,,
1,F3429,F3,429,,Peru,NHL+1KLSR,,BT,,,
1,G1-922,G1,-922,,,RG,,EQT,,RPC,
1,G1000,G1,000,,sluneční soustava,PGS,,EQB,,,
1,G1000.3,G1,000,,měsíc,PGS,,BT,,,
1,G109,G1,09,,,RGV,,AT,,,
12,G109.5,G1,09,,,RGW,,BT,,,
4,G116,G1,16,,,RG,,EQS,,,
1,G1019,G1,019,,atlas světa,RGXB,,EQS,,,
17,G1021,G1,021,,atlas světa,RGXB,,EQS,,,
7,G128,G1,28,,,RG,,EQS,,,
1,G131,G1,31,,,RG,,EQS,,,
1,G133,G1,33,,,RG,,EQS,,,
1,G1035,G1,035,,hist. atl.,NHTP1,,EQS,,,
1,G1036,G1,036,,hist. atl.,NHTP1,,EQS,,,
1,G140,G1,40,,,RGCU,,BT,,,
1,G141,G1,41,,,NHTP,,EQT,,,
1,G143,G1,43,,,RGCD,,BT,,,
1,G1046.C5,G1,046,,geol. atlas,RGXH+RBG,,BT,,,
2,G1046.G1,G1,046,,ekon. geogr.,RGXH+RGCM,,EQS,,,
1,G1046.G3,G1,046,,ekon. geogr.,RGXH+RGCM,,BT,,,
1,G149,G1,49,,,RGCT,,EQS,,,
1,G149.7,G1,49,,,RGCT,,EQS,,,
1,G155,G1,55,,,RGCT,,BT,,,
5,G155.A1,G1,55,,,RGCT,,BT,,,
1,G156.5.H47,G1,56,,,WTHM,,AT,,,
3,G156.5.I5,G1,56,,,RGCT,,BT,,,
1,G1059,G1,059,,,RGXM,,EQS,,,
1,G1781.N23,G1,781,,,RGXH+TN,,EQS,,,
1,G1797.21.P2,G1,797,,,WTRD,,BT,,,
1,G1945,G1,945,,,RGXH+1QBDK,,EQS,,,
1,G1946.C55,G1,946,,,RGXH+RB+1DTJ,,BT,,,
1,G1946.L33,G1,946,,,RGXH+RB+1DTJ,,BT,,,
1,G1946.P2,G1,946,,,WTRD+1DTJ,,EQS,,,
3,G1948.S3,G1,948,,,RGXH+RB+1DTJ,,BT,,,
1,G1949.5,G1,949,,,WTRD+1DTK,,EQS,,,
23,G1,G1,,,geografie,RGB,,BT,,,
1,G200,G2,00,,zem. objevy,RGR,,EQS,,,
1,G2111.P2,G2,111,,siln. atlas SSSR,WTRD+1QBDR,,EQS,,,
1,G2446.N23,G2,446,,,RGXH+TN+1H,,EQS,,,
13,G31,G3,1,,,RG+1DZTH,,BT,,,
1,G3170,G3,170,,globus,RGXB,,BT,,,
1,G3290,G3,290,,mapa Am.,RGXB+1K,,EQS,,,
1,G439,G4,39,,,RGL,,BT,,,
1,G516,G5,16,,,WTHA,,EQS,,,
1,G550,G5,50,,,WTHX,,EQS,,,
1,G5201.H2,G5,201,,,RGXH+RBG+1KLS,,BT,,,
1,G5701.A25,G5,701,,,RGXH,,BT,,,
4,G63,G6,3,,,RG,,EQS,,,
2,G6510,G6,510,,,RGXH+1DTJ,,EQS,,,
1,G6511.C57,G6,511,,,RGXH+RBGF,,EQS,,,
1,G6512.C47,G6,512,,,WTRM+1DTJ-CZ-X,,BT,,,
1,G6512.E7,G6,512,,,WTRM+1DTJ-CZ-X,,BT,,,
1,G6512.J55C5,G6,512,,,WTRM+1DTJ-CZ-X,,BT,"chyba v LCC, správně: G6512.J55",,
1,G6512.O715,G6,512,,,WTRM+1DTJ-CZ-X,,BT,,,
1,G6513.J5,G6,513,,,WTRM+1DTJ-CZ-C,,EQS,,,
2,G6514.P7,G6,514,,,WTRS+1DTJ-CZ-A,,EQS,,,
2,G70,G7,0,,,RG,,BT,,,
15,G70.2,G7,0,,,RGW,,BT,,,
81,G70.212,G7,0,,GPS,RGW,,BT,,,
2,G70.215.C94,G7,0,,,RGW+1DTJ,,BT,,,
4,G70.217.G46,G7,0,,,RGW,,BT,,,
4,G70.23,G7,0,,,RGW,,BT,,,
1,G70.28,G7,0,,,RGW,,BT,,,
4,G70.3,G7,0,,,RGW,,BT,,,
17,G70.4,G7,0,,,RGW,,BT,,,
6,G70.6,G7,0,,,RGW,,BT,,,
2,G71.5,G7,1,,,RG,,BBT,,,
1,G76.5.A9,G7,6,,,RG,,BBT,,,
1,G780,G7,80,,,RG+1MTN‑NO‑S,,BT,,RGR+1MTN‑NO‑S,
1,G80,G8,0,,,RG,,BT,,,
3,G8,G8,,,,RG+1DTJ,,BT,,,
1,G99,G9,9,,,RG,,BBT,,,
1,G912,G9,12,,,RG,,BBT,,RG+1D,
5,GA13,GA,13,,,RGV,,BT,,,
1,GA23,GA,23,,,RGV,,BT,,,
1,GA101,GA,101,,,RGV,,NT,,,
1,GA102.3,GA,102,,,RGV,,BT,,,
5,GA102.4.E4,GA,102,,,RGV,,BT,,,
1,GA102.4.R44,GA,102,,,RGV,,BT,,,
3,GA105,GA,105,,,RGV,,BT,,,
25,GA105.3,GA,105,,,RGV,,BT,,,
4,GA108.7,GA,108,,,RGV,,BT,,,
4,GA109.5,GA,109,,,RGV,,BT,,,
5,GA110,GA,110,,,RGV,,BT,,,
5,GA115,GA,115,,,RGV,,BT,,,
6,GA125,GA,125,,,RGV,,BT,,,
2,GA139,GA,139,,,RGV,,BT,,,
5,GA150.7,GA,150,,,RGV,,BT,,,
1,GA357,GA,357,,,RGV,,BT,,,
1,GA841,GA,841,,,RGV,,BT,,,
2,GA1-1776,GA,1-1776,,,RGV,,BT,,,
1,GB10,GB,10,,,RGB,,EQS,,,
2,GB54.5,GB,54,,fyzická geografie,RGB,,BT,,,
4,GB55,GB,55,,fyzická geografie,RGB,,BT,,,
1,GB60,GB,60,,fyzická geografie,RGB,,BT,,,
1,GB113.C9,GB,113,,fyzická geografie,RGB,,BT,,,
2,GB205.4,GB,205,,fyzická geografie,RGB,,BT,,,
1,GB205.5.M67,GB,205,,fyzická geografie,RGB,,BT,,,
1,GB205.5.N68,GB,205,,fyzická geografie,RGB,,BT,,,
3,GB236,GB,236,,fyzická geografie,RGB,,BT,,,
1,GB239.Z3,GB,239,,fyzická geografie,RGB,,BT,,,
2,GB400,GB,400,,geomorfologie,RBGD,,EQS,,,
1,GB400.2,GB,400,,geomorfologie,RBGD,,EQS,,,
1,GB400.3,GB,400,,geomorfologie,RBGD,,EQS,,,
1,GB400.4,GB,400,,geomorfologie,RBGD,,EQS,,,
2,GB400.42.E4,GB,400,,geomorfologie,RBGD,,EQS,,,
2,GB400.42.M3,GB,400,,geomorfologie,RBGD,,EQS,,,
2,GB400.42.M33,GB,400,,geomorfologie,RBGD,,EQS,,,
9,GB401.5,GB,401,,geomorfologie,RBGD,,EQS,,,
1,GB406,GB,406,,geomorfologie,RBGD,,EQS,,,
2,GB436.C94,GB,436,,geomorfologie,RBGD,,EQS,,,
2,GB436.C95,GB,436,,geomorfologie,RBGD,,EQS,,,
1,GB436.H9,GB,436,,geomorfologie,RBGD,,EQS,,,
4,GB451.2,GB,451,,coasts,RGBP,,EQS,,,
1,GB501.2,GB,501,,mountains,RGBS,,EQS,,,
1,GB546.T5,GB,546,,mountains,RGBS,,EQS,,,
3,GB561,GB,561,,fluvial geomorfology,RBGD,,BT,,,
3,GB600,GB,600,,karst,RBGD,,BBT,,,
1,GB601,GB,601,,karst,RBGD,,BBT,,,
1,GB601.4,GB,601,,karst,RBGD,,BBT,,,
1,GB601.A1,GB,601,,karst,RBGD,,BBT,,,
1,GB601.A2,GB,601,,karst,RBGD,,BBT,,,
1,GB608.68.C94,GB,608,,karst,RBGD,,BBT,,,
1,GB628.68.C94,GB,628,,wetlands,RGBF,,EQS,,,
9,GB651,GB,651,,hydrology,RBK,,EQS,,,
2,GB652,GB,652,,hydrology,RBK,,EQS,,,
4,GB653,GB,653,,hydrology,RBK,,EQS,,,
1,GB655,GB,655,,hydrology,RBK,,EQS,,,
1,GB656,GB,656,,hydrology,RBK,,EQS,,,
2,GB656.2.E42,GB,656,,hydrology,RBK,,EQS,,,
3,GB656.2.E43,GB,656,,hydrology,RBK,,EQS,,,
1,GB656.2.H9,GB,656,,hydrology,RBK,,EQS,,,
1,GB656.2.M33,GB,656,,hydrology,RBK,,EQS,,,
3,GB656.2.M34,GB,656,,hydrology,RBK,,EQS,,,
1,GB656.2.R3,GB,656,,hydrology,RBK,,EQS,,,
9,GB656.2.R34,GB,656,,hydrology,RBK,,EQS,,,
2,GB656.2.S7,GB,656,,hydrology,RBK,,EQS,,,
4,GB658.3,GB,658,,hydrology,RBK,,EQS,,,
8,GB661,GB,661,,hydrology,RBK,,EQS,,,
29,GB661.2,GB,661,,hydrology,RBK,,EQS,,,
1,GB662.5,GB,662,,hydrology,RBK,,EQS,,,
3,GB665,GB,665,,hydrology,RBK,,EQS,,,
2,GB671,GB,671,,hydrology,RBK,,EQS,,,
8,GB727,GB,727,,hydrology,RBK,,EQS,,,
1,GB727.2.R35,GB,727,,hydrology,RBK,,EQS,,,
1,GB772.C94,GB,772,,hydrology,RBK,,EQS,,,
1,GB794.6,GB,794,,hydrology,RBK,,EQS,,,
1,GB800,GB,800,,hydrology,RBK,,EQS,,,
2,GB840,GB,840,,hydrology,RBK,,EQS,,,
1,GB842,GB,842,,hydrology (spec.),RBKF,,BT,,,
3,GB843,GB,843,,hydrology (spec.),RBKF,,BT,,,
1,GB843.5,GB,843,,hydrology (spec.),RBKF,,BT,,,
1,GB845,GB,845,,hydrology (spec.),RBKF,,BT,,,
1,GB848,GB,848,,hydrology (spec.),RBKF,,BT,,,
21,GB855,GB,855,,natural water chemistry,RBK,,BBT,,,
3,GB980,GB,980,,ground and surface water,RBKF,,BT,,,
1,GB992.C94,GB,992,,ground and surface water,RBKF,,BT,,,
6,GB1001,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.2,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.4,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.7,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.72.F67,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.72.M32,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.72.M35,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.72.R42,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1001.72.S3,GB,1001,,groundwater,RBKF,,BT,,,
1,GB1002.3,GB,1002,,groundwater,RBKF,,BT,,,
1,GB1003,GB,1003,,groundwater,RBKF,,BT,,,
15,GB1003.2,GB,1003,,groundwater,RBKF,,BT,,,
5,GB1005,GB,1005,,groundwater,RBKF,,BT,,,
1,GB1133.C94,GB,1133,,groundwater,RBKF,,BT,,,
1,GB1135,GB,1135,,groundwater,RBKF,,BT,,,
1,GB1161,GB,1161,,groundwater,RBKF,,BT,,,
2,GB1197.6,GB,1197,,groundwater,RBKF,,BT,,,
17,GB1197.7,GB,1197,,groundwater,RBKF,,BT,,,
2,GB1199.5,GB,1199,,groundwater,RBKF,,BT,,,
1,GB1199.8.G3,GB,1199,,groundwater,RBKF,,BT,,,
1,GB1201.72.M35,GB,1201,,rivers,RBKF,,BT,,,
1,GB1201.72.S7,GB,1201,,rivers,RBKF,,BT,,,
2,GB1203.2,GB,1203,,rivers,RBKF,,BT,,,
2,GB1205,GB,1205,,rivers,RBKF,,BT,,,
28,GB1282.L33,GB,1282,,rivers,RBKF,,BT,,,
1,GB1333.S56,GB,1333,,rivers,RBKF,,BT,,,
2,GB1398.2,GB,1398,,rivers,RBKF,,BT,,,
1,GB1399,GB,1399,,rivers,RBKF,,BT,,,
1,GB1399.2,GB,1399,,rivers,RBKF,,BT,,,
7,GB1399.5.C94,GB,1399,,rivers,RBKF,,BT,,,
2,GB1399.5.E43,GB,1399,,rivers,RBKF,,BT,,,
1,GB1399.6,GB,1399,,rivers,RBKF,,BT,,,
1,GB1601.7,GB,1601,,lakes,RBKF,,BT,,,
1,GB1601.72.R42,GB,1601,,lakes,RBKF,,BT,,,
2,GB1603.2,GB,1603,,lakes,RBKF,,BT,,,
1,GB1797,GB,1797,,lakes,RBKF,,BT,,,
1,GB2401.72.R42,GB,2401,,ice,RGBU,,EQS,,,
2,GB2403.2,GB,2403,,ice,RGBU,,EQS,,,
1,GB2801.7,GB,2801,,hydrometeorology,RBP,,AT,,,
2,GB2801.72.E45,GB,2801,,hydrometeorology,RBP,,AT,,,
1,GB2801.72.R42,GB,2801,,hydrometeorology,RBP,,AT,,,
1,GB2803.2,GB,2803,,hydrometeorology,RBP,,AT,,,
1,GB2933.C94,GB,2933,,hydrometeorology,RBP,,AT,,,
24,GB2933.S56,GB,2933,,hydrometeorology,RBP,,AT,,,
5,GB5014,GB,5014,,natural disasters,RNR,,EQT,,,
1,QD1$aGB1601.2b,GB1601.2b,1$aGB1601,chemistry,,,,BT,sdružené LCC,RBKF,
1,QD1$aGB697b,GB697b,1$aGB697b,chemistry,,,,EQB,sdružené LCC,RBK,Hydrology and the hydrosphere
1,QD1$aGB855b,GB855b,1$aGB855b,chemistry,,,,BBT,sdružené LCC,RBK,
4,GC11.2,GC,11,,oceanography,RBKC,,EQT,,,
1,GC28,GC,28,,oceanography,RBKC,,EQT,,,
1,GC57,GC,57,,oceanography,RBKC,,EQT,,,
1,GC110,GC,110,,chemical oceanography,RBKC,,BT,,,
2,GC111.2,GC,111,,chemical oceanography,RBKC,,BT,,,
1,GC244,GC,244,,dynamics of the ocean,RBKC,,BBT,,,
1,GC299,GC,299,,dynamics of the ocean,RBKC,,BBT,,,
1,GC461,GC,461,,oceanography,RBKC,,BT,,,
2,GC1085,GC,1085,,marine pollution,RBKC+RNP,,EQS,,,
1,GC1221,GC,1221,,marine pollution,RBKC+RNP,,EQS,,,
1,GC1291,GC,1291,,marine pollution,RBKC+RNP,,EQS,,,
2,QD1$aGC110b,GC110b,1$aGC110b,chemistry,,,,BT,sdružené LCC,RBKC,
5,GE1,GE,1,,environmental science,RN,,AT,,,
3,GE5,GE,5,,environmental science,RN,,AT,,,
8,GE10,GE,10,,environmental science,RN,,AT,,,
1,GE30,GE,30,,environmental science,RN,,AT,,,
5,GE40,GE,40,,environmental science,RN,,AT,,,
1,GE42,GE,42,,environmental science,RN,,AT,,,
3,GE45.D37,GE,45,,environmental science,RN,,AT,,,
5,GE45.M37,GE,45,,environmental science,RN,,AT,,,
3,GE45.R44,GE,45,,environmental science,RN,,AT,,,
3,GE45.S73,GE,45,,environmental science,RN,,AT,,,
1,GE50,GE,50,,environmental science,RN,,AT,,,
1,GE70,GE,70,,environmental science,RN,,AT,,,
1,GE76.5,GE,76,,environmental science,RN,,AT,,,
2,GE90.C94,GE,90,,environmental science,RN,,AT,,,
44,GE105,GE,105,,environmental science,RN,,AT,,,
1,GE123,GE,123,,environmental science,RN,,AT,,,
12,GE140,GE,140,,environmental conditions,RNC,Applied ecology,AT,,,
4,GE145,GE,145,,environmental conditions,RNC,Applied ecology,AT,,,
4,GE149,GE,149,,environmental conditions,RNC,Applied ecology,AT,,,
17,GE160.C94,GE,160,,environmental conditions,RNC,Applied ecology,AT,,,
1,GE160.D4,GE,160,,environmental conditions,RNC,Applied ecology,AT,,,
3,GE160.E85,GE,160,,environmental conditions,RNC,Applied ecology,AT,,,
1,GE160.S56,GE,160,,environmental conditions,RNC,Applied ecology,AT,,,
14,GE170,GE,170,,environmental policy,RND,Environmental policy and protocols,EQS,,,
2,GE180,GE,180,,environmental science,RND,Environmental policy and protocols,EQS,,,
2,GE190.C94,GE,190,,environmental science,RND,Environmental policy and protocols,EQS,,,
3,GE190.E85,GE,190,,environmental science,RND,Environmental policy and protocols,EQS,,,
1,GE190.G3,GE,190,,environmental science,RND,Environmental policy and protocols,EQS,,,
1,GE195,GE,195,,environmentalism,RNA+JPFA,Environmentalist thought and ideology+Green politics / ecopolitics / environmentalism,EQS,,,
3,GE196,GE,196,,environmentalism,RNA+JPFA,Environmentalist thought and ideology+Green politics / ecopolitics / environmentalism,EQS,,,
1,GE197,GE,197,,environmentalism,RNA+JPFA,Environmentalist thought and ideology+Green politics / ecopolitics / environmentalism,EQS,,,
1,GE198.W65,GE,198,,environmentalism,RNA+JPFA,Environmentalist thought and ideology+Green politics / ecopolitics / environmentalism,EQS,,,
1,GE199.E85,GE,199,,environmentalism,RNA+JPFA,Environmentalist thought and ideology+Green politics / ecopolitics / environmentalism,EQS,,,
3,GE220,GE,220,,environmental justice,RNA,Environmentalist thought and ideology,AT,,,
1,GE240.C94,GE,240,,environmental justice,RNA,Environmentalist thought and ideology,AT,,,
8,GE300,GE,300,,environmental management,RNF,Environmental management,EQT,,,
3,GE350,GE,350,,environmental science,RNF,Environmental management,EQT,,,
1,GE300-350,GE,300-350,,environmental science,RNF,Environmental management,EQT,,,
1,GF1,GF,1,,human ecology,RGC,Human geography,EQS,,,
2,GF13,GF,13,,human ecology,RGC,Human geography,EQS,,,
4,GF21,GF,21,,human ecology,RGC,Human geography,EQS,,,
12,GF41,GF,41,,human ecology,RGC,Human geography,EQS,,,
7,GF43,GF,43,,human ecology,RGC,Human geography,EQS,,,
3,GF47,GF,47,,human ecology,RGC,Human geography,EQS,,,
1,GF49,GF,49,,human ecology,RGC,Human geography,EQS,,,
4,GF50,GF,50,,human ecology,RGC,Human geography,EQS,,,
1,GF51,GF,51,,environmental influences on humans,RNT,Social impact of environmental issues,AT,,,
2,GF71,GF,71,,climatic influences on humans,RNT,Social impact of environmental issues,AT,,,
9,GF75,GF,75,,human influences,RNT,Social impact of environmental issues,AT,,,
1,GF80,GF,80,,human ecology - ethical aspects,RNA,Environmentalist thought and ideology,BT,,,
5,GF90,GF,90,,landscape assessment,RND,Environmental policy and protocols,BT,,,
1,GF91.C94,GF,91,,landscape assessment,RND,Environmental policy and protocols,BT,,,
1,GF91.E85,GF,91,,landscape assessment,RND,Environmental policy and protocols,BT,,,
5,GF125,GF,125,,settlements,RGCU,"Settlement, urban and rural geography",BT,,,
1,GF568,GF,568,,human ecology,RGC,Human geography,EQS,,,
4,GN281,GN,281,,human evolution,PSXE,Evolutionary anthropology,AT,,,
1,GN432,GN,432,,ethnology,JHMC,Social and cultural anthropology,EQS,,,
1,GN476.15,GN,476,,ethnology,JHMC,Social and cultural anthropology,EQS,,,
1,GN476.7,GN,476,,ethnology,JHMC,Social and cultural anthropology,EQS,,,
1,GN741,GN,741,,prehistoric archaelogy,NKD+3B,Archaeology by period / region+Prehistory,EQS,,,
1,GN751,GN,751,,prehistoric archaelogy,NKD+3B,Archaeology by period / region+Prehistory,EQS,,,
1,GN799.A8,GN,799,,prehistoric archaelogy,NKD+3B,Archaeology by period / region+Prehistory,EQS,,,
2,GN799.B8,GN,799,,prehistoric archaelogy,NKD+3B,Archaeology by period / region+Prehistory,EQS,,,
1,GN845.C95,GN,845,,prehistoric archaelogy,NKD+3B,Archaeology by period / region+Prehistory,EQS,,,
1,GR600,GR,600,,folklore,JBGB,"Folklore, myths and legends",BT,,,
1,GT511,GT,511,,costumes,AKTR,National or regional costume,EQS,,,
1,GT2420,GT,2420,,family life,JBCC6,Cultural studies: customs and traditions,AT,,,
1,GT2850,GT,2850,,eating custom,JBCC4,Cultural studies: food and society,BT,,,
1,GT2853.G7,GT,2853,,eating custom,JBCC4,Cultural studies: food and society,BT,,,
1,GT3912,GT,3912,,graffiti,AGTS,Urban arts,BT,,,
1,GV191.6,GV,191,,outdoor recreation,S,Sports and Active outdoor recreation,BT,,,
3,GV341,GV,341,,physical education,SCGF,"Sport science, physical education",BT,,,
7,GV401,GV,401,,physical education facilities,SCBM,Sports management and facilities,BT,,,
1,GV405,GV,405,,physical education facilities,SCBM,Sports management and facilities,BT,,,
1,GV413,GV,413,,physical education facilities,SCBM,Sports management and facilities,BT,,,
2,GV423,GV,423,,physical education facilities,SCBM,Sports management and facilities,BT,,,
1,GV436,GV,436,,physical education,SCGF,"Sport science, physical education",BT,,,
1,GV705,GV,705,,sport,SC,Sport: general,EQS,,,
1,GV711.7,GV,711,,sports camp,SCG,Sports training and coaching,BT,,,
1,GV721.9,GV,721,,olympic games,SCBB,Olympic and Paralympic games,BT,,,
1,GV759.2.S35,GV,759,,airplane flying,SMC,Air sports and recreations,BT,,,
4,GV764,GV,764,,airplane flying,SMC,Air sports and recreations,BT,,,
1,GV770,GV,770,,airplane flying,SMC,Air sports and recreations,BT,,,
1,GV776.475.P73,GV,776,,boating,SPN,Boating: Sport and leisure,EQS,,,
1,GV777.5,GV,777,,boating,SPN,Boating: Sport and leisure,EQS,,,
5,GV810.8,GV,810,,sailing,SPNG,Sailing / yachting,EQB,,,
1,GV811,GV,811,,sailing,SPNG,Sailing / yachting,EQB,,,
1,GV811.63.W56,GV,811,,sailing,SPNG,Sailing / yachting,EQB,,,
2,GV811.8,GV,811,,sailing,SPNG,Sailing / yachting,EQB,,,
1,GV812,GV,812,,yachting,SPNG,Sailing / yachting,EQB,,,
2,GV813,GV,813,,yachting,SPNG,Sailing / yachting,EQB,,,
2,GV838.672,GV,838,,swimming,SPC,Swimming and diving,EQS,,,
1,GV839.5,GV,839,,water polo,SP,Water sports and recreations,BT,,,
1,GV854,GV,854,,skiing,STA,Skiing,EQT,,,
